label,source_file,segment_index,start_sample,end_sample,td_mean,td_std,td_variance,td_rms,td_peak_abs,td_peak_to_peak,td_skewness,td_kurtosis,td_crest_factor,td_shape_factor,td_impulse_factor,td_clearance_factor,td_energy,td_entropy,fd_dominant_freq_hz,fd_spectral_centroid_hz,fd_spectral_bandwidth_hz,fd_total_band_energy,fd_envelope_dominant_freq_hz,fd_band_energy_0_500_hz,fd_band_energy_500_1500_hz,fd_band_energy_1500_3000_hz,fd_bpfi_hz,fd_bpfi_h1_fft_amp,fd_bpfi_h1_envelope_amp,fd_bpfi_h2_fft_amp,fd_bpfi_h2_envelope_amp,fd_bpfi_h3_fft_amp,fd_bpfi_h3_envelope_amp,fd_bpfo_hz,fd_bpfo_h1_fft_amp,fd_bpfo_h1_envelope_amp,fd_bpfo_h2_fft_amp,fd_bpfo_h2_envelope_amp,fd_bpfo_h3_fft_amp,fd_bpfo_h3_envelope_amp,fd_bsf_hz,fd_bsf_h1_fft_amp,fd_bsf_h1_envelope_amp,fd_bsf_h2_fft_amp,fd_bsf_h2_envelope_amp,fd_bsf_h3_fft_amp,fd_bsf_h3_envelope_amp,fd_ftf_hz,fd_ftf_h1_fft_amp,fd_ftf_h1_envelope_amp,fd_ftf_h2_fft_amp,fd_ftf_h2_envelope_amp,fd_ftf_h3_fft_amp,fd_ftf_h3_envelope_amp
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,14,14336,16384,0.015110829337418913,0.13338428981561495,0.017791368769615963,0.13423749823682116,0.4564427145708583,0.8664289820359281,-0.07644258206095778,3.004967353092128,3.400262375015394,1.2589671500167494,4.2808186315823145,5.071072720258615,36.90435775053939,-65.12748615263365,3246.09375,2697.266363468325,1101.0478267253488,0.003511425956682822,152.34375,7.829430557945073e-05,0.00023771079192867343,0.0006766853616477391,162.19,0.002783116853314364,0.006665357270592291,0.0002958035601690314,0.004031288112908926,0.0005446338153059507,0.0018120571024217984,107.36,0.00019807712274244366,0.001956107017632844,0.00033646763461617365,0.005647976766418397,0.0002939177985662935,0.0037498527568605076,141.17,0.0004818933122247671,0.002200676937434893,0.0004724908562762414,0.002852277802329685,0.003818983816065012,0.002028730545596132,11.93,7.583990391237094e-06,0.0033074873972840824,5.873263267055688e-05,0.003965568267738711,7.885039969907281e-05,0.004979248104718587
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,15,15360,17408,0.015168807892028444,0.13001593321021687,0.016904142888523575,0.13089780602205997,0.46553908183632736,0.9296162475049901,-0.0691240582377702,3.113631416980952,3.556507904783911,1.2581409578262273,4.4745882618413795,5.295363169414139,35.090914552604346,-63.17376604519002,3292.96875,2652.441097138535,1138.0105349068108,0.0031553239198782567,52.734375,9.96718857215707e-05,0.00026587670670984436,0.0006813619949616332,162.19,0.0031293156213729654,0.0054026400193093235,0.0006985096527137775,0.005376509293336299,0.0007369965591527422,0.0016973152623070606,107.36,9.58810901384159e-05,0.00473832664285653,0.0004634374708034672,0.004081736298111178,0.000514627677774803,0.004886390119584104,141.17,0.0005665068852130607,0.002304380644227744,0.000407850887721586,0.001683241253008667,0.00453700244197991,0.003830125098841046,11.93,9.610255329870685e-06,0.002842496167209932,5.5315920123126855e-05,0.0028883571217162337,7.147660181133496e-05,0.0050681667215437655
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,16,16384,18432,0.0148341026930514,0.12786482618415512,0.016349413775104203,0.12872243152540352,0.46553908183632736,0.9296162475049901,-0.0010324761348375524,2.881676421132708,3.616611932508847,1.2430942723178893,4.495789578498281,5.291679967937212,33.93426304575938,-64.42978305985567,3445.3125,2675.390949571012,1116.6296091707188,0.00298826086691916,46.875,8.958583052624977e-05,0.0002575308109239885,0.0006922921630053324,162.19,0.0026346014225867905,0.0021199007407183097,0.0005121528376955696,0.002841226775023924,0.0008190352015531386,0.0035594179792241293,107.36,0.00010430920133921142,0.004129116024450494,0.00030256306436415994,0.003915777111076989,0.0005121528376955696,0.002430844583872256,141.17,0.0003243414200232588,0.00019243134355916955,0.0003677666342020506,0.0015302488955953454,0.004312810512211347,0.003603222264681532,11.93,1.8579089862949278e-06,0.00325230666966823,5.434307812066426e-05,0.005355756635785491,7.491375596552815e-05,0.001424603617869052
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,17,17408,19456,0.014815939780595061,0.13453086904207634,0.018098554725216293,0.13534425291381422,0.436950499001996,0.8547336526946108,0.0037060631059402747,2.9231675625168982,3.2284377769645043,1.2484372851313112,4.0305020934889315,4.7485271708577095,37.51540079984335,-65.134410962903,3363.28125,2643.0443496986823,1141.2161526113803,0.0029990535014095417,46.875,0.00011073685465730666,0.0002679378748171295,0.0006961758423322125,162.19,0.0030687675279103595,0.004607013351425991,0.0008154240531870981,0.001929236352614373,0.00031715249143659494,0.0009900798769276354,107.36,0.00014074542752107603,0.0037605021115991112,0.00030856511895080977,0.002496349699293174,0.0008154240531870981,0.001929236352614373,141.17,0.0005236351641108831,0.0007845461293777335,0.00032611583671674475,0.0031683340332029114,0.004656229090198706,0.0018034480574976172,11.93,1.934551889656164e-06,0.003698488325558289,5.483179315250292e-05,0.0006419559278405093,8.737315247353139e-05,0.004029132090913489
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,18,18432,20480,0.014922141264346307,0.14072865274374763,0.01980455370307031,0.14151757489083613,0.5579646706586827,1.070122634730539,-0.009602618759755368,3.0382214011756044,3.9427235174789113,1.2527675142750938,4.9393159404660105,5.817149715375116,41.015754758110035,-47.76119795588711,3369.140625,2690.6187638551078,1098.631294936638,0.0037853507756850386,181.640625,8.691338904645393e-05,0.00025080993635931474,0.0005943886070895489,162.19,0.0027130486234867813,0.0028081260611106614,0.0006747606894059644,0.001802703529213801,0.0006668299667040873,0.0017463573374563949,107.36,0.00023175482191433648,0.002402914553274427,0.0004016499395556781,0.004098935259970969,0.0006747606894059644,0.001802703529213801,141.17,0.0004654389714154845,0.003671364698805347,0.0003087880471815738,0.0020037915623573,0.00382154117768182,0.00354036044948944,11.93,2.0217837842963755e-06,0.0071670029180162425,6.059009640293378e-05,0.003552373707471578,8.69861758245515e-05,0.0010808954794294743
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,19,19456,21504,0.01512439203624002,0.13437466409957768,0.018056550351874333,0.13522313998107058,0.5579646706586827,1.070122634730539,-0.0123242275492704,2.9867337711786393,4.12625139999552,1.2457716286743623,5.140366926892288,6.033513391841913,37.44828945682475,-51.76261919214275,3234.375,2704.715318373327,1095.9674773107454,0.003722662412868224,17.578125,8.431961628024388e-05,0.0002278631394592999,0.0008959120065423925,162.19,0.0031134754654873475,0.004956213904846404,0.0005031162292466674,0.0014814497023065828,0.0005318320161789848,0.0006532038221781033,107.36,0.00025099047134346153,0.002801765551407602,0.00031941903818542643,0.004893914298050691,0.00036028306361320426,0.0014814497023065828,141.17,0.0004405776115901703,0.0039107420883309025,0.0003771499933064327,0.0014805471166810524,0.002900045733356755,0.0029858056715920908,11.93,8.417552033332148e-06,0.005894872140757321,6.410115983531515e-05,0.0022548174615976977,7.235027562086311e-05,0.004574292606358037
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,20,20480,22528,0.014932927972180638,0.13272727374330226,0.017616529195329494,0.13356467172554212,0.4736608383233533,0.8716269061876247,0.019011365519097483,2.859965529792997,3.546303316618516,1.2465324940358455,4.42058231787207,5.209672827512254,36.535340099894945,-64.80624108306459,3263.671875,2639.2067967584762,1131.8495964125866,0.0029403147774616674,152.34375,7.383204453784042e-05,0.00025344526204809436,0.0006242804411632188,162.19,0.0027346064560170203,0.0042075799176639365,0.00032281653857015464,0.002575176605323581,0.000430688703038528,0.0017457111687872633,107.36,0.00023690619716309742,0.0020306436485661786,0.0005104139658965285,0.0016979750888361528,0.00012153754113230548,0.0005835696692797133,141.17,0.0006309943722509843,0.0017760537267394252,0.0004569400916935889,0.0006843695482583475,0.002927648192334607,0.0027586495777385893,11.93,2.7163588576399276e-06,0.006084734701862037,5.328914505713075e-05,0.003217863530178384,7.223844447285026e-05,0.00011881510389718685
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,21,21504,23552,0.014512087738585328,0.13270532826251352,0.01761070414926147,0.13349646002720023,0.4736608383233533,0.8716269061876247,0.03898186275741265,2.824701819878127,3.5481153449825094,1.2486761750799331,4.430447097715177,5.239873921575032,36.498032311897845,-65.27333628222812,3351.5625,2674.8445206853457,1117.9129681344136,0.0034583228897239744,41.015625,8.403872714727182e-05,0.00025790821867552034,0.0006328035915747968,162.19,0.0030838518260538207,0.0007768598788243526,0.000770691247363584,0.002209378228788764,0.0011434099873947811,0.002166929580054591,107.36,0.00011342503109656169,0.003317210105487957,0.00029048782590643414,0.004987381785593425,0.000770691247363584,0.0014430071431485653,141.17,0.0003749973646651295,0.003707032796055877,0.00035865460484822963,0.0013676622869883105,0.0031784160028127404,0.0035865320682772774,11.93,2.782299005605043e-06,0.0015823806249861845,6.666208965523974e-05,0.004447049116392976,8.480865825824838e-05,0.008742859637489669
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,22,22528,24576,0.01458362899201597,0.13792293077775786,0.019022734834326187,0.13869180606258957,0.445721996007984,0.8714644710578843,0.016353442320199772,2.8984733567185215,3.213758683096507,1.249963587731005,4.017081333624979,4.752243101066936,39.39413415711326,-61.40173336578378,3363.28125,2735.2351553398275,1063.4023391766784,0.003925718502734991,128.90625,6.505591524419179e-05,0.00023608314216324133,0.0007237511020967986,162.19,0.00273313911407581,0.0015155885608444037,0.0006633433674673124,0.0035614642599157698,0.0012714908849182963,0.004504279277865117,107.36,0.00010805809212874795,0.004154362183197766,0.00038878968779732144,0.004285420873350465,0.0006633433674673124,0.0035614642599157698,141.17,0.00041127170222209753,0.002424151312726707,0.0005896551093841882,0.0026573996346318652,0.0025963945960084164,0.002471846725514719,11.93,3.335667481563127e-06,0.00373203877583539,6.284973292993513e-05,0.004419085204853766,8.864303220032712e-05,0.001847218831361188
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,23,23552,25600,0.014638672927582336,0.14009123967380746,0.019625555433344162,0.14085398886231407,0.445721996007984,0.8714644710578843,-0.004809002921371757,2.9332581121258596,3.1644257972962406,1.252774172042656,3.9643109081982195,4.698486247294891,40.63200497341418,-59.435737697638544,3363.28125,2717.6169360613576,1081.6510505982726,0.0035848867251459977,11.71875,6.231189598121384e-05,0.00023384026253779955,0.0006775739170027087,162.19,0.0030369263580172657,0.007025515129193405,0.0011074770196102326,0.002587167369099974,0.0006441250495590311,0.002094457668438373,107.36,0.0001827152763208113,0.0066314091814940294,0.00013243974041957768,0.004608991561026662,0.0009361857607310373,0.002587167369099974,141.17,0.0005391517663862755,0.006217920949794573,0.00048423809411513415,0.0018693210461460644,0.002765358170197464,0.0016254123512291735,11.93,8.088523252809384e-06,0.009100873003413223,6.194216997142585e-05,0.0011593459405696883,8.521255403461189e-05,0.0029878071218260305
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,24,24576,26624,0.014522557190306887,0.13527843617483448,0.01830025529390877,0.13605572373573446,0.4819450299401198,0.8760126546906188,-0.03515853259398416,2.7979753180167832,3.5422620725329983,1.2471740154009414,4.41781721260344,5.2234453657219735,37.910855600649214,-62.94185040072143,3427.734375,2714.896803001707,1083.3231350624735,0.0032697234323769983,11.71875,4.474909744685392e-05,0.0002342350864736812,0.0006504997240200614,162.19,0.002816551426671958,0.007095233116210529,0.0004024558366468973,0.003378037964178347,0.0005916135842532118,0.00018057895332037328,107.36,0.00024064568574743187,0.004966967595096893,0.00047881678532479924,0.004466622981591009,0.0003143586135373462,0.003378037964178347,141.17,0.00033333736546697917,0.001944935906549863,0.00029297686172182857,0.0012021841874508784,0.0021473472684474613,0.004037413783932831,11.93,1.568304399699174e-05,0.008144430487893012,6.327664810426957e-05,0.0006294052169548192,7.940368855266454e-05,0.0038622732783198635
