label,source_file,segment_index,start_sample,end_sample,fd_dominant_freq_hz,fd_spectral_centroid_hz,fd_spectral_bandwidth_hz,fd_total_band_energy,fd_envelope_dominant_freq_hz,fd_band_energy_0_500_hz,fd_band_energy_500_1500_hz,fd_band_energy_1500_3000_hz,fd_bpfi_hz,fd_bpfi_h1_fft_amp,fd_bpfi_h1_envelope_amp,fd_bpfi_h2_fft_amp,fd_bpfi_h2_envelope_amp,fd_bpfi_h3_fft_amp,fd_bpfi_h3_envelope_amp,fd_bpfo_hz,fd_bpfo_h1_fft_amp,fd_bpfo_h1_envelope_amp,fd_bpfo_h2_fft_amp,fd_bpfo_h2_envelope_amp,fd_bpfo_h3_fft_amp,fd_bpfo_h3_envelope_amp,fd_bsf_hz,fd_bsf_h1_fft_amp,fd_bsf_h1_envelope_amp,fd_bsf_h2_fft_amp,fd_bsf_h2_envelope_amp,fd_bsf_h3_fft_amp,fd_bsf_h3_envelope_amp,fd_ftf_hz,fd_ftf_h1_fft_amp,fd_ftf_h1_envelope_amp,fd_ftf_h2_fft_amp,fd_ftf_h2_envelope_amp,fd_ftf_h3_fft_amp,fd_ftf_h3_envelope_amp
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,10,10240,12288,29.296875,1489.6007545492257,1528.417933825693,0.00629488697272944,216.796875,0.004680685955495524,0.0012359346228855846,0.000338904499494528,162.0,0.00032763738745965337,0.0008766118248758148,0.0004690935772674113,0.0031792357253597053,0.00020681352991774437,0.00020273267579116086,108.0,0.0001326063629924765,0.003871933483561983,0.009121568684483206,0.012016957770610688,0.0004690935772674113,0.0031792357253597053,72.0,0.008688304568051884,0.012007019641788946,0.008688956536326611,0.011502946493952828,0.009121568684483206,0.012016957770610688,12.0,0.00017369650817468195,0.0008434877199661031,0.019833455301546368,0.005085450730785357,0.02949536851955487,0.006963709684218354
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,11,11264,13312,29.296875,1480.5075127473783,1538.3691389266014,0.006366378165869799,29.296875,0.0047701215945259515,0.0012235659121743294,0.00033533697165195214,162.0,0.0005974204148230157,0.0008992644694679068,0.0002611215480919344,0.003123756480967104,0.0003248850296796325,0.00040041007018642234,108.0,0.000126668291869289,0.0042653774948301195,0.009331027447974243,0.011466227858038962,0.0002611215480919344,0.003123756480967104,72.0,0.009192638097804623,0.01157797450960901,0.009107688822657754,0.011556598562322913,0.009331027447974243,0.011466227858038962,12.0,0.0004868328445008937,0.0010975190883064077,0.02071252134750485,0.005203901846327352,0.029289901743643043,0.008110044742480851
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,12,12288,14336,29.296875,1477.3288397016754,1527.5662787786514,0.0063579507916584534,216.796875,0.004757513321082086,0.0012146885159148282,0.00034795863358771614,162.0,0.0006014687875822668,0.0008296915482127489,0.0005008562778085041,0.0032467858824166483,0.0001595785131193195,0.00031151894282208087,108.0,0.0002648489487438965,0.004118466332451342,0.009329182790046662,0.011868453417254789,0.0005008562778085041,0.0032467858824166483,72.0,0.009338414882877847,0.011792761928338374,0.009038233020280905,0.011414820345626705,0.009329182790046662,0.011868453417254789,12.0,0.00016385286052415004,0.0011137674493853446,0.020553641856348982,0.005175185532670047,0.029152524115332864,0.008394646455614488
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,13,13312,15360,29.296875,1497.1591644160528,1542.2504748624385,0.006387963007396182,29.296875,0.004774696387069218,0.0012273622851101797,0.00034539149990909173,162.0,0.0005601202238887966,0.0005327915354411717,0.00016921120329467802,0.003141537998935285,0.00011922055942273989,0.00016904675309821826,108.0,0.00024081214662273663,0.004260774886959726,0.009182340155380515,0.011774138218623763,0.00016921120329467802,0.003141537998935285,72.0,0.009283511325524284,0.011831596337000164,0.008707252992710794,0.011449171958866262,0.009182340155380515,0.011774138218623763,12.0,0.0006469983206784455,0.0013932784967640051,0.020544943695017914,0.005274666889752214,0.029364046888003942,0.008563168188642247
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,14,14336,16384,29.296875,1468.3979432760884,1524.020700738341,0.006372853197494524,29.296875,0.004801707258411718,0.0011948947366788748,0.00033874169792250396,162.0,0.0003118946399382697,0.00042234429288697374,0.00036797393326824557,0.003311754458103435,0.00016911266311048649,0.0007612346232094767,108.0,0.0003157261433324987,0.004212618457731143,0.009421152679808639,0.011572041907645372,0.00036797393326824557,0.003311754458103435,72.0,0.009306290931419842,0.011681894890801289,0.008664820041491718,0.011132460243369436,0.009421152679808639,0.011572041907645372,12.0,0.00019691799532506213,0.0010022209845244308,0.020614154823880043,0.005015682458251057,0.0294842772407695,0.009099435342619146
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,15,15360,17408,29.296875,1481.9935960999428,1535.2658620234022,0.006426937781831539,29.296875,0.004831857403178471,0.0012174387362275593,0.00033842859926918223,162.0,0.000672597155437356,0.0007877326978884078,0.00037706198531642056,0.003589641075636866,0.00027826527239073386,0.0004832415709094538,108.0,0.00010943011163611942,0.004428982735838797,0.009485505795023259,0.011410264470731239,0.00037706198531642056,0.003589641075636866,72.0,0.009331107226942666,0.011888495532259579,0.008866864958405572,0.01167789335981588,0.009485505795023259,0.011410264470731239,12.0,0.00024138175435427944,0.001027189194770675,0.020447507893532352,0.005214996200519115,0.029473900524417066,0.009101159665151765
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,16,16384,18432,29.296875,1479.4754221862113,1530.0911253984984,0.006434256137669966,216.796875,0.004846194537392868,0.0012328321996985048,0.00031948929390219035,162.0,0.0004898127102293567,0.0008889885683079179,0.00028725687689904746,0.0037286725440674327,7.921818182484149e-05,0.00040246108320468897,108.0,4.2032494544278216e-05,0.004617102419340457,0.009489981830716551,0.01154977282314158,0.00028725687689904746,0.0037286725440674327,72.0,0.00960874128501862,0.011482407571213216,0.00877280621318998,0.011520615130284444,0.009489981830716551,0.01154977282314158,12.0,0.00022718237844696588,0.0012910864479502668,0.02024770939020677,0.004992989417260865,0.029833226173622312,0.008778905266068041
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,17,17408,19456,29.296875,1464.956637902859,1516.6142720526216,0.006454169958252938,70.3125,0.004843093956172739,0.0012346482544692023,0.0003388294929150136,162.0,0.0004594648173536623,0.0006732708793766021,0.00047279080565373454,0.003880940591656957,0.00022256441319532032,0.0003682495527552525,108.0,0.0002956251907909031,0.004682151730839117,0.009246713205355687,0.011588119814304807,0.00047279080565373454,0.003880940591656957,72.0,0.00972474724157928,0.011964293782372138,0.008914176840569023,0.0110709980943089,0.009246713205355687,0.011588119814304807,12.0,0.0004616272375770397,0.0016875045311779038,0.020659489968194476,0.004844398711024306,0.029317008386080198,0.009048946085044248
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,18,18432,20480,29.296875,1505.6718760621313,1542.1829833265144,0.0064587736048192625,29.296875,0.004868267885587566,0.0011925780066529763,0.0003534551763544889,162.0,0.0002473752011129044,0.0011777605463098265,0.00019528190062637573,0.003492977230453015,0.00045353803887423024,0.0004759979343369837,108.0,0.00029299437981148265,0.004939733062610972,0.00959936601187418,0.011292677495907164,0.00019528190062637573,0.003492977230453015,72.0,0.009151930168524117,0.011649084200076501,0.008930061041720694,0.011232012752920911,0.00959936601187418,0.011292677495907164,12.0,0.0003746781681128602,0.001139983059357393,0.02076479744343622,0.0054507732653604575,0.02996242299490178,0.008663418439377383
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,19,19456,21504,29.296875,1458.0245498868264,1510.415809539837,0.006487889199882496,216.796875,0.004846497847302778,0.0012526520785293052,0.0003511264230115757,162.0,0.0002882404324163388,0.0008378254024428405,0.0005892248021941081,0.0034159411569428012,0.00035980143693966683,0.00044995439933192416,108.0,0.0003360642292286327,0.004818504610091157,0.009402733069332399,0.012011941376106046,0.0005892248021941081,0.0034159411569428012,72.0,0.00907859002344622,0.011459202391401111,0.009142148270114238,0.011403746543095622,0.009402733069332399,0.012011941376106046,12.0,0.0002164464398605424,0.0010403951624227597,0.020703092563805446,0.004538650353814855,0.029719140571440393,0.008407109797870842
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,20,20480,22528,29.296875,1473.0936967266439,1506.3322970074119,0.00641126814108582,216.796875,0.0047644768363645585,0.0012497714314736084,0.0003611533156624201,162.0,0.00042381952424870123,0.0013735161716944074,0.00026687837739463856,0.004083124377832897,0.00019741358354887585,0.00016397722490677738,108.0,0.0004760663618243145,0.0053353625982983455,0.009197285650395393,0.011997694611273759,0.00026687837739463856,0.004083124377832897,72.0,0.008770129184072065,0.011795465176117343,0.008904000199788096,0.011327419144270063,0.009197285650395393,0.011997694611273759,12.0,5.2376999480495297e-05,0.0013470022610819429,0.02042349878822913,0.004799659677443288,0.02947439107344003,0.0074933295845145
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/ball/ball_demo.csv,21,21504,23552,29.296875,1505.7993072170902,1551.257785119543,0.006369626559429128,216.796875,0.004742916293613819,0.001230029104392231,0.0003557268492611061,162.0,0.0005223457238252226,0.0010679870702674879,0.0002995774059388312,0.00376076927136152,0.00016999839205977422,0.00043687182743595246,108.0,0.00046717815141265846,0.004782971547891477,0.009609446319077683,0.01196660254772269,0.0002995774059388312,0.00376076927136152,72.0,0.008636163581599753,0.011496969640950941,0.008888282569033052,0.011447637727189316,0.009609446319077683,0.01196660254772269,12.0,0.0002287237090789183,0.001024623388887778,0.02072385479326793,0.004781793791554877,0.029432295780194052,0.007064130594083677
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,0,0,2048,29.296875,1951.8095531828385,1960.9566794290686,0.004045947861890149,29.296875,0.0039764970288531515,1.5706923166987033e-05,1.8604791767818105e-05,162.0,0.00037350317500216176,0.00020716977175491653,0.0002742941863692729,9.937630543803107e-05,0.00010081598367645744,0.00037456752173475617,108.0,6.595191861927873e-05,0.0005917514976073816,8.2639797744578e-05,0.0003920030114757758,0.0002742941863692729,9.937630543803107e-05,72.0,0.0006279596225763601,0.00011231045759274112,0.0005534893044158496,0.000493202933386193,8.2639797744578e-05,0.0003920030114757758,12.0,0.0001193303282332854,0.00041408460691901423,0.020732570807127728,0.0050223783638007275,0.029241816639115847,0.007351417427637356
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,1,1024,3072,29.296875,1999.6766873782415,1988.4296136679877,0.004102445900570379,29.296875,0.004033363624556788,1.141507174167138e-05,1.9181736173331355e-05,162.0,0.000476575048239696,0.0002501228226575991,0.0001996073751408259,0.0001106356840984482,7.69276857959237e-05,0.00019496306971298938,108.0,0.00026310168804031847,0.00018817147725060004,0.00017688143854192287,0.00028781512611943686,0.0001996073751408259,0.0001106356840984482,72.0,0.0005160580638351938,0.0003136731785762837,0.00014646091481172347,0.0003389611327591251,0.00017688143854192287,0.00028781512611943686,12.0,0.0005867207900455656,0.000496224861625813,0.020739953130011545,0.005943367110145088,0.029694964061401673,0.007021389419633089
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,2,2048,4096,29.296875,1967.7709211421645,1982.062931911734,0.004032539755286679,29.296875,0.003965826785904282,1.2397650585983381e-05,1.8676590732515336e-05,162.0,0.0004518494921746585,0.00016189529205642202,0.0002652780366679896,0.0002389922271037788,0.00018509400329720896,0.000264537959441563,108.0,0.00027116504263705857,0.00028577288763571255,0.00020541405101346064,0.00012807639953298889,0.0002652780366679896,0.0002389922271037788,72.0,0.0006897938967303257,0.00029173048965118773,0.00042441688239044445,0.00035626605412446543,0.00020541405101346064,0.00012807639953298889,12.0,0.0002716197230493326,0.0002863625231319382,0.02024439352973379,0.00534330329806183,0.02957393851327149,0.00713109433094191
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,3,3072,5120,29.296875,1955.811713969051,1968.446435020387,0.0040920536596946,29.296875,0.004024052641203062,1.142008468543557e-05,1.9679602929550435e-05,162.0,0.00032211230066351123,0.00016440517942413192,0.0003031924050726661,0.00014956879216974187,0.00033499106913048896,0.00014363341474325482,108.0,0.00022774915486579867,0.0003313699307874983,0.0003670867749398162,0.00030230562664544105,0.0003031924050726661,0.00014956879216974187,72.0,0.0007095652581545647,0.0002836950096827526,0.00011109694178053886,0.00025344020277019805,0.0003670867749398162,0.00030230562664544105,12.0,0.00031724993679084176,0.00029548092285946217,0.020985956972634084,0.005149739783286759,0.02941430779488902,0.007264690705518621
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,4,4096,6144,29.296875,1975.7520508784366,1974.8897328136652,0.0040887224482064975,29.296875,0.0040198420934563035,1.2353074713238073e-05,1.9942831664265883e-05,162.0,0.0003421843929514805,0.00040364573377561357,0.0005212038436549478,0.0002154066800454316,0.0004142313064521965,0.00016008832760582093,108.0,0.00021241156512285882,0.00016318448219193948,0.00015279817343281292,0.00029508747781696804,0.0005212038436549478,0.0002154066800454316,72.0,0.0010463753641377495,0.0001418243385228495,0.00015112501862576364,0.00030467572060568674,0.00015279817343281292,0.00029508747781696804,12.0,0.0004872259195816694,0.0006195969582049401,0.020712728685279635,0.005303060378800397,0.02969913445525861,0.007210515042383231
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,5,5120,7168,29.296875,2018.9514119279415,1989.426402939133,0.0040399597787007975,29.296875,0.0039647700081737085,1.3428528489210548e-05,2.2167100862261475e-05,162.0,0.00037024208952676573,0.00013738817802810607,0.00044426637977329345,0.00021406650437024688,0.00018508567380811828,4.351848159599933e-05,108.0,0.00037033056349716005,0.0002941825599736017,6.25268297768686e-05,0.00026939787431114534,0.00044426637977329345,0.00021406650437024688,72.0,0.0010783040710061421,0.0003613596465285489,0.0005003044210874266,0.000363906834163871,6.25268297768686e-05,0.00026939787431114534,12.0,0.0001984508359500078,0.000505704368127632,0.020055582779407412,0.005228574785649755,0.02964290774220514,0.0073998391773181516
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,6,6144,8192,29.296875,2002.6671101749234,2019.2523948877822,0.004020517232083237,29.296875,0.0039558065479310565,1.1682574931263692e-05,1.4379585937832088e-05,162.0,0.0003490787666869037,0.00034607024025239765,0.00036988280291898383,0.00040032888484116966,0.00012383771066284857,9.442118653133643e-05,108.0,0.0003989741582305678,0.00029733572206827965,4.669257184839587e-05,0.00040072971120434526,0.00036988280291898383,0.00040032888484116966,72.0,0.0006919946210038649,0.0002941168375483411,0.00022621813871793195,0.00019415356204551795,4.669257184839587e-05,0.00040072971120434526,12.0,0.00024080849897716695,0.0004651338987712978,0.020352901416271257,0.0047167866021859805,0.029367350614688648,0.007183127134454405
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,7,7168,9216,29.296875,1993.4599023542069,1995.4696470049507,0.004107668349125106,29.296875,0.004041856174571647,1.061614488026757e-05,1.89998971739727e-05,162.0,0.0001669122082990504,0.00021150215823299447,9.944447291427577e-05,0.0003254570531784322,0.00021980346546836418,0.00023261500800158747,108.0,0.0002797424378709664,0.00030742531683641643,0.0003070953846300801,0.0001288293733303513,9.944447291427577e-05,0.0003254570531784322,72.0,0.0008271600665572923,0.0003558084510486164,0.00012720215943777183,0.00020398201161813214,0.0003070953846300801,0.0001288293733303513,12.0,0.00031396050536584765,0.0002454038899040022,0.020720122998688306,0.0056902317365799355,0.02978896235118724,0.007359387150143674
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,8,8192,10240,29.296875,2033.6501828728226,1993.4660431944963,0.004061769206936337,29.296875,0.0039856569393342655,1.3731167488690451e-05,2.074097452330812e-05,162.0,0.0006497535308640236,0.00022022326404714997,0.00020120632701687102,0.00033819778454939717,0.00026037146213543123,0.00012328294448826375,108.0,0.0005344242854165461,0.00022640081951074613,6.994560197046464e-05,0.00021660626695369837,0.00020120632701687102,0.00033819778454939717,72.0,0.0008873264776258238,0.0006283928322261833,0.00033127680150698045,0.00047601109963620075,6.994560197046464e-05,0.00021660626695369837,12.0,0.00033077461500708794,0.0004036921947691564,0.020300874156076124,0.005098618472599709,0.02949681491958233,0.007428719087379647
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,9,9216,11264,29.296875,1964.5268085345856,1961.7811913430226,0.004061777987624537,29.296875,0.003992313677335313,1.4143705648715817e-05,2.093224577925637e-05,162.0,0.00033399131245824565,0.00028386431216767777,0.0002736429754157929,0.0004096161036091537,0.00017128212824606815,0.00018561262091262197,108.0,0.0002938083292938794,0.00014750750352494237,0.00017768456479653886,0.0003281175257920535,0.0002736429754157929,0.0004096161036091537,72.0,0.0008076750094648166,0.0003032323953981475,0.00018744244693679886,0.0001204574240830268,0.00017768456479653886,0.0003281175257920535,12.0,0.00021878871138096618,0.00048309582254584037,0.02081041871422561,0.00523457928302265,0.029189621485362482,0.007411059470676128
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,10,10240,12288,29.296875,1984.860124852078,1975.2456892554014,0.003984798479232145,29.296875,0.003914460050223099,1.3544383390395031e-05,1.919709138486364e-05,162.0,0.00025093944377552516,0.0003639786600973413,0.0004587790634826709,0.00013538341525625377,0.00019312887144260488,0.00012902064536491804,108.0,0.00012510423100219205,0.0002829243008710386,0.0003057381741633824,0.0003472299738794868,0.0004587790634826709,0.00013538341525625377,72.0,0.0005996669542057702,0.0002306059268494896,0.00027830800580838877,0.00016719293762545556,0.0003057381741633824,0.0003472299738794868,12.0,0.0001717183672550337,0.00045444692190053427,0.019837405247623875,0.005324315851645585,0.029504612575180368,0.006950759154323466
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,11,11264,13312,29.296875,1982.7280027430345,2004.595525307393,0.004025899407319461,29.296875,0.003962860222886784,1.0946931109088824e-05,1.6354524836910073e-05,162.0,0.0004344726971550032,0.0004285122284805829,0.0002572631577321117,0.00018611436502969617,0.000293391817462865,0.00017809045243128617,108.0,0.00012363372005729805,0.0003161850890148024,0.0001488128002993873,0.00034444625035432683,0.0002572631577321117,0.00018611436502969617,72.0,0.0009044041257670334,0.0001323091447199039,0.0002983258315650766,0.000418604129475627,0.0001488128002993873,0.00034444625035432683,12.0,0.000483594904894282,0.00017109468584012528,0.020707083354647365,0.005062124281540413,0.029278713402259605,0.007577936884374376
