label,source_file,source_basename,segment_index,start_sample,end_sample,signal_key,rpm,output_fault_status,output_bearing_type,output_fault_location,output_fault_diameter_in,output_motor_load_hp,output_outer_race_position,tf_stft_plot_path,tf_stft_series_path,td_mean,td_std,td_variance,td_rms,td_peak_abs,td_peak_to_peak,td_skewness,td_kurtosis,td_crest_factor,td_shape_factor,td_impulse_factor,td_clearance_factor,td_energy,td_entropy
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,10,10240,12288,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.015113288072292914,0.14310547598721085,0.020479177257526182,0.1439013159560478,0.5258025149700598,1.0384477844311375,-0.02820179482109057,3.1218324045265646,3.653910400170748,1.2613589902156928,4.608892732697992,5.453619938695327,42.409141726990946,-47.956858982427825
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,11,11264,13312,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014856548563030189,0.1408816900248897,0.019847650584269107,0.14166286605696915,0.475447624750499,0.9257178043912175,-0.0385201833440516,3.1801130136433198,3.356190919921807,1.2606772209608885,4.2310734419411915,4.989195578210746,41.10001688468435,-56.009777376048
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,12,12288,14336,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014910402788173653,0.1383127668807996,0.019130421482222416,0.13911413153784194,0.475447624750499,0.9073626347305389,-0.039909668779776,2.9601468131275364,3.4176802852064485,1.2477760042520376,4.264499450085866,5.009447733689084,39.634414783545324,-59.249045421784274
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,13,13312,15360,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014774299915793414,0.1381819403704569,0.019094248644544502,0.13896952393437317,0.40998626746506983,0.8196476646706587,-0.0337361106772366,2.7134073854965917,2.9501883280443657,1.2416472439489075,3.663093206646522,4.312261521667493,39.552058537054855,-64.79639011316601
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,14,14336,16384,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.015110829337418913,0.13338428981561495,0.017791368769615963,0.13423749823682116,0.4564427145708583,0.8664289820359281,-0.07644258206095778,3.004967353092128,3.400262375015394,1.2589671500167494,4.2808186315823145,5.071072720258615,36.90435775053939,-65.12748615263365
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,15,15360,17408,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.015168807892028444,0.13001593321021687,0.016904142888523575,0.13089780602205997,0.46553908183632736,0.9296162475049901,-0.0691240582377702,3.113631416980952,3.556507904783911,1.2581409578262273,4.4745882618413795,5.295363169414139,35.090914552604346,-63.17376604519002
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,16,16384,18432,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.0148341026930514,0.12786482618415512,0.016349413775104203,0.12872243152540352,0.46553908183632736,0.9296162475049901,-0.0010324761348375524,2.881676421132708,3.616611932508847,1.2430942723178893,4.495789578498281,5.291679967937212,33.93426304575938,-64.42978305985567
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,17,17408,19456,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014815939780595061,0.13453086904207634,0.018098554725216293,0.13534425291381422,0.436950499001996,0.8547336526946108,0.0037060631059402747,2.9231675625168982,3.2284377769645043,1.2484372851313112,4.0305020934889315,4.7485271708577095,37.51540079984335,-65.134410962903
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,18,18432,20480,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014922141264346307,0.14072865274374763,0.01980455370307031,0.14151757489083613,0.5579646706586827,1.070122634730539,-0.009602618759755368,3.0382214011756044,3.9427235174789113,1.2527675142750938,4.9393159404660105,5.817149715375116,41.015754758110035,-47.76119795588711
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,19,19456,21504,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01512439203624002,0.13437466409957768,0.018056550351874333,0.13522313998107058,0.5579646706586827,1.070122634730539,-0.0123242275492704,2.9867337711786393,4.12625139999552,1.2457716286743623,5.140366926892288,6.033513391841913,37.44828945682475,-51.76261919214275
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,20,20480,22528,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014932927972180638,0.13272727374330226,0.017616529195329494,0.13356467172554212,0.4736608383233533,0.8716269061876247,0.019011365519097483,2.859965529792997,3.546303316618516,1.2465324940358455,4.42058231787207,5.209672827512254,36.535340099894945,-64.80624108306459
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,21,21504,23552,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014512087738585328,0.13270532826251352,0.01761070414926147,0.13349646002720023,0.4736608383233533,0.8716269061876247,0.03898186275741265,2.824701819878127,3.5481153449825094,1.2486761750799331,4.430447097715177,5.239873921575032,36.498032311897845,-65.27333628222812
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,22,22528,24576,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01458362899201597,0.13792293077775786,0.019022734834326187,0.13869180606258957,0.445721996007984,0.8714644710578843,0.016353442320199772,2.8984733567185215,3.213758683096507,1.249963587731005,4.017081333624979,4.752243101066936,39.39413415711326,-61.40173336578378
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,23,23552,25600,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014638672927582336,0.14009123967380746,0.019625555433344162,0.14085398886231407,0.445721996007984,0.8714644710578843,-0.004809002921371757,2.9332581121258596,3.1644257972962406,1.252774172042656,3.9643109081982195,4.698486247294891,40.63200497341418,-59.435737697638544
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,24,24576,26624,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014522557190306887,0.13527843617483448,0.01830025529390877,0.13605572373573446,0.4819450299401198,0.8760126546906188,-0.03515853259398416,2.7979753180167832,3.5422620725329983,1.2471740154009414,4.41781721260344,5.2234453657219735,37.910855600649214,-62.94185040072143
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,25,25600,27648,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014608137026727796,0.14801617359747715,0.021908787646438492,0.14873528604144393,0.5157315369261477,0.9107737724550898,-0.019809503747079734,2.7070973611114737,3.4674457598612016,1.237231707798734,4.290033839172554,5.025961966005068,45.306235522724144,-51.528322456066256
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,26,26624,28672,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014248923793038923,0.1478448227521067,0.021858091614601845,0.14852987391047523,0.5157315369261477,0.9437481037924151,0.028096139313560323,2.8387816240161667,3.4722411279834473,1.2519159672986018,4.346954110433385,5.1268612323484986,45.1811808130287,-50.32096427605878
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,27,27648,29696,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01432855507734531,0.13739110205375385,0.018876314923545003,0.13813624583775802,0.5670610379241517,0.9997882235528942,0.05150072054482755,3.0941331562230845,4.105085051972304,1.265066285587122,5.193204698717819,6.171326936163487,39.079162704178216,-53.840491352529426
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,28,28672,30720,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014423335341036677,0.13962855800140006,0.01949613420955034,0.14037153134418082,0.5670610379241517,0.9997882235528942,0.029581896519380813,2.9841377197576318,4.039715407348226,1.255169037570239,5.070525699898939,5.995022039930543,40.354133630792376,-52.03549296452988
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,29,29696,31744,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013918660179640718,0.13790141387481905,0.019016799948674133,0.138602052834258,0.42460542914171656,0.8326424750499002,-0.028424747009788597,2.825416829370248,3.063485860844102,1.2427727167077034,3.807216645876862,4.4649698618126505,39.34316349413468,-64.50383459984187
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,30,30720,32768,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013567378348771206,0.13743437767351827,0.018888208166507256,0.13810243271487277,0.5193051097804391,0.9754229540918163,0.0038292220722062754,3.1217286228100476,3.760289370518186,1.259134619157626,4.734710524469886,5.616541716888383,39.06003337577669,-54.67914923084678
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,31,31744,33792,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013217365542352795,0.1426950175243821,0.020361868026283713,0.143305850467327,0.5193051097804391,0.9754229540918163,0.014080166449853097,3.06287662045304,3.623753727338843,1.257543552727814,4.557028136488347,5.405336540805024,42.05888876167964,-51.419329745256704
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,32,32768,34816,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013239018272049652,0.14046750476692568,0.01973111989544629,0.14109001204994615,0.5920760479041917,1.0158693013972058,0.005137579498662074,3.081831519434069,4.1964419685115315,1.254856574722356,5.2659327946275205,6.215044170899798,40.76828979252009,-51.31954175944188
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,33,33792,35840,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01354112540543912,0.1368320524209914,0.018723010569740933,0.13750044598831948,0.5920760479041917,1.0158693013972058,0.05828558377980626,3.138031172715041,4.305993654409586,1.2572946744929407,5.4139028900895685,6.396092800742996,38.72025118102889,-53.32016056757284
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,34,34816,36864,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013622898168506736,0.1345133411881459,0.01809383895759855,0.1352014138687464,0.4954271457085829,0.9578799600798403,0.022745373247106845,3.1222978624726676,3.6643636448176777,1.2591989716200804,4.61416293319643,5.461336082503473,37.436256895197296,-58.26904964204446
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,35,35840,37888,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013219665649170409,0.13940087314543861,0.019432603433710668,0.14002629393648366,0.4954271457085829,0.9578799600798403,-0.0026717449369538415,2.9473440541823432,3.538100822216362,1.2506344890811498,4.424870914110156,5.217257474477525,40.155879410865204,-54.748558846066906
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,36,36864,38912,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013261067571887475,0.1421185174887501,0.02019767301320017,0.1427358711969291,0.44929556886227545,0.856358003992016,0.0071574172495649695,2.7723821124318526,3.147741104563643,1.2435088119897855,3.9142438013873506,4.60207325388207,41.724987241157294,-59.39795913800603
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,37,37888,39936,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01378414358782435,0.13530400282404748,0.01830717318020985,0.1360043227057861,0.4756100598802395,0.9279918962075848,-0.012207079259271208,3.0413241839908656,3.497021641798194,1.2581368392410028,4.399731755169363,5.198578560142712,37.882216027462874,-59.58586267247641
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,38,38912,40960,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01373996567412051,0.1350691616758555,0.018243678435818395,0.1357662148420748,0.4756100598802395,0.9279918962075848,-0.002128264734039695,3.03022113096818,3.5031547460719588,1.255367709332461,4.3977473490134935,5.17733880463153,37.74968850953095,-59.520773776037885
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,39,39936,41984,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013591013929172904,0.13679732256446567,0.01871350746080647,0.13747080824825844,0.46423960079840315,0.8587945309381237,-0.0032342543057933284,2.8689736822129466,3.377004956281578,1.2476593245710397,4.213351722827327,4.956260501949739,38.7035609506395,-63.16820297038954
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,40,40960,43008,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013476960356630489,0.14184247123069593,0.020119286644830807,0.14248127984154618,0.46423960079840315,0.9078499401197604,-0.047371279532636285,2.7628265643987957,3.2582497947427567,1.24533345687146,4.057607480237722,4.786015374353595,41.57627413562366,-56.35328825640583
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,41,41984,44032,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01325726049853418,0.13867905187069787,0.01923187942775571,0.1393112859164027,0.46423960079840315,0.9078499401197604,-0.052092028120665344,2.8739113222768418,3.332390464595826,1.2520392302886436,4.172283592313773,4.93083880054169,39.74683521778013,-57.95845337969464
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,42,43008,45056,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013357275488086327,0.13887786201315536,0.01928706055734502,0.1395187348201296,0.46423960079840315,0.8695152495009979,0.017564961617622752,2.824361702957347,3.3274355691148596,1.2401353942697873,4.1264706214115705,4.83039396893908,39.86529764517816,-60.48442956328787
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,43,44032,46080,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013323487712075848,0.14547908639664187,0.02116416457880159,0.1460879184040057,0.4419859880239521,0.8618807984031936,0.005046726685528457,2.648841198047718,3.025479402079241,1.2312461711016074,3.725109929556846,4.3532054138441545,43.707760442604396,-56.861534278187115
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,44,45056,47104,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013100139408682635,0.13933787259896,0.01941504274040401,0.13995233614674293,0.4419859880239521,0.8756877844311377,-0.02869225035875466,2.773158008023813,3.1581179721110235,1.2400014497417224,3.916070863873058,4.600772076137407,40.11347229272255,-59.9668243302904
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,45,46080,48128,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012846572460547656,0.13057960235744462,0.017051032551828358,0.1312100109588154,0.4337017964071856,0.8500230339321357,-0.02192684412063537,2.9390832994473013,3.3054017238312494,1.2536936972336112,4.143961307992352,4.913436823294792,35.25850516646392,-68.79989337178195
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,46,47104,49152,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012631790072199351,0.12773161638584832,0.016315365824541517,0.1283546958430802,0.4423108582834331,0.8586320958083832,-0.04084866347065761,3.0217150432367137,3.446004490744767,1.2636936802744263,4.354694097151455,5.196401955972583,33.740652431297804,-70.50223142275189
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,47,48128,50176,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012800966894336328,0.13624061274632812,0.018561504561494944,0.13684067127475236,0.6070200798403194,1.0493309381237523,-0.042660054002114874,3.0812947360770933,4.435962453162249,1.252362558011784,5.555433285086503,6.554723111779081,38.34955635696606,-52.24980815458507
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,48,49152,51200,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012790180186501996,0.14012630802510018,0.019635382200745254,0.14070881603491817,0.6070200798403194,1.0423462275449102,-0.03675406711337545,2.908284165710637,4.3140159724582,1.2406585465697215,5.352220786268553,6.273443499760186,40.54829242357441,-49.64146297986206
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,49,50176,52224,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012385361386601797,0.13478251321806473,0.018166325869377793,0.13535037142931863,0.46277768463073854,0.899565748502994,-0.047438021529277334,2.89758015297493,3.419109085137648,1.245707675927001,4.2592104321877144,5.006038427081083,37.51879279831965,-61.86320308576004
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,50,51200,53248,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012164075247941617,0.13424510133053238,0.01802174723124491,0.1347950739377463,0.5297009580838323,1.000925269461078,-0.053514433635950306,3.0924297248870247,3.9296759340661747,1.252776164198804,4.9230043432237744,5.801290771824218,37.21157008974335,-56.181593100113204
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,51,52224,54272,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012212774061252495,0.13806720162392655,0.01906255216426199,0.13860629139592903,0.5386348902195609,1.0683358483033931,-0.0681305529863393,3.3586325387882017,3.886078220511288,1.2685085802351783,4.929523566183622,5.870617586492515,39.34556982176397,-49.564004288609944
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,52,53248,55296,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012230619717596057,0.13842791018609787,0.019162286318490377,0.13896717014160873,0.5386348902195609,1.0563156487025949,-0.029197065367655747,3.148541144737415,3.8759866065538167,1.2571785354507208,4.872807165453937,5.780203145560924,39.550718724437665,-50.18750117159
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,53,54272,56320,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01236521562344062,0.14127957412674969,0.01995991806543576,0.14181966232807758,0.4479960878243513,0.8880328542914171,0.0189686889379785,2.7559151760433833,3.158913795662427,1.2393883157982346,3.9151208489578644,4.597599122548758,41.191048443596685,-57.91375240914066
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,54,55296,57344,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012287249933726298,0.14560618843752043,0.02120116211130271,0.14612370999340446,0.5495180439121756,1.0348742115768463,-0.00716272509047,2.933629910558814,3.7606357239148873,1.251642439424297,4.706971271266987,5.560718114437704,43.72917989834049,-46.50433157885382
